Glacier	Year	Plot	code	lon	lat	time_retreat	ph1	c	n	p	ph	lg_n	lg_p	lg_time	ph.s	time.s	n.s	p.s
malad	1957	d	malad_1957_d1	0.639716	42.657969	61	5.95	0.8126	0.0573	4360.574762	5.95	-2.698595042	8.380359154	4.110873864	-0.560040112	0.140453174	0.575145415	0.3914885
malad	1957	e	malad_1957_e1	0.639504	42.657891	61	5.63	0.6631	0.0433	4115.113041	5.63	-2.931818948	8.322421583	4.110873864	-0.826571331	0.140453174	0.385985798	0.352194021
malad	2000	a	malad_2000_a1	0.639983	42.6572	18	5.85	0.8371	0.0618	4648.377691	5.85	-2.633870803	8.444273554	2.890371758	-0.643331118	-0.946511873	0.627640944	0.43483659
malad	2000	b	malad_2000_b1	0.639759	42.657257	18	6.64	0.2675	0.02	2665.038371	6.64	-3.506557897	7.887973735	2.890371758	0.01466783	-0.946511873	-0.080164526	0.057542354
malad	2000	c	malad_2000_c1	0.639601	42.657062	18	5.52	0.5622	0.0461	13509.67797	5.52	-2.880619466	9.511161594	2.890371758	-0.918191438	-0.946511873	0.427511877	1.158422496
malad	2000	d	malad_2000_d1	0.639634	42.656864	18	5.53	0.3881	0.0313	9490.808831	5.53	-3.186892779	9.158079118	2.890371758	-0.909862337	-0.946511873	0.179104484	0.918954535
malad	2000	e	malad_2000_e1	0.63956	42.656634	18	6.26	0.3691	0	5832.272427	6.26	-4.605170186	8.671161985	2.890371758	-0.301837993	-0.946511873	-0.971209888	0.588717096
midtd	1774	a	midtd_1774_a1	7.470416667	60.58348333	245	5.63	0.926499307	0.061266329	1427.632774	5.63	-2.641331305	7.263772948	5.501258211	-0.826571331	1.378713377	0.621589996	-0.365803747
midtd	1774	b	midtd_1774_b1	7.470233333	60.5835	245	5.57	0.848543227	0.047803152	4065.442435	5.57	-2.850711966	8.310277856	5.501258211	-0.876545935	1.378713377	0.451768787	0.34395789
midtd	1774	c	midtd_1774_c1	7.470066667	60.58358333	245	5.78	0.96988517	0.058375157	7183.126442	5.78	-2.682745716	8.879490005	5.501258211	-0.701634822	1.378713377	0.58800024	0.73000954
midtd	1774	d	midtd_1774_d1	7.4699	60.58363333	245	5.81	2.833414316	0.180643156	9059.60267	5.81	-1.657351891	9.111580543	5.501258211	-0.67664752	1.378713377	1.41966071	0.887418223
midtd	1774	e	midtd_1774_e1	7.469783333	60.58366667	245	4.58	2.237561464	0.109109282	6409.003608	4.58	-2.127713867	8.765459094	5.501258211	-1.701126894	1.378713377	1.038166836	0.652671378
midtd	1888	a	midtd_1888_a1	7.471616667	60.58148333	131	6.93	0.383146882	0	922.4667463	6.93	-4.605170186	6.827051328	4.875197323	0.256211747	0.821150799	-0.971209888	-0.661997534
midtd	1888	b	midtd_1888_b1	7.471783333	60.58145	131	6.04	1.171468854	0.06929642	1151.058334	6.04	-2.534562301	7.048437088	4.875197323	-0.485078206	0.821150799	0.708186539	-0.511849056
midtd	1888	c	midtd_1888_c1	7.472033333	60.58136667	131	5.69	0.516675591	0.035495196	2672.475544	5.69	-3.090148551	7.890760492	4.875197323	-0.776596727	0.821150799	0.257570287	0.059432391
midtd	1888	d	midtd_1888_d1	7.472183333	60.58128333	131	6.38	0.815485775	0.050191421	1835.871077	6.38	-2.810225444	7.515274349	4.875197323	-0.201888786	0.821150799	0.484605966	-0.195230208
midtd	1888	e	midtd_1888_e1	7.472383333	60.58118333	131	6.72	0.701029658	0.045328982	658.7910569	6.72	-2.894458418	6.490406423	4.875197323	0.081300635	0.821150799	0.416287596	-0.890317188
midtd	1929	a	midtd_1929_a1	7.471866667	60.58048333	90	5.11	0.664227784	0.034894772	1312.273911	5.11	-3.10343393	7.179516721	4.49980967	-1.259684562	0.4868349	0.246794989	-0.422948092
midtd	1929	b	midtd_1929_b1	7.472083333	60.58046667	90	5.88	0.383619994	0.022688881	551.2174284	5.88	-3.420720303	6.312129338	4.49980967	-0.618343816	0.4868349	-0.010544706	-1.011228456
midtd	1929	c	midtd_1929_c1	7.4722	60.58046667	90	6.68	0.380563438	0.024180796	1544.55259	6.68	-3.376091313	7.342489562	4.49980967	0.047984232	0.4868349	0.025652281	-0.312416484
midtd	1929	d	midtd_1929_d1	7.472533333	60.58048333	90	6.53	0.60857892	0.035071459	2874.819965	6.53	-3.099506078	7.96374533	4.49980967	-0.076952277	0.4868349	0.24998073	0.108932243
midtd	1929	e	midtd_1929_e1	7.47275	60.58038333	90	7.48	0.480903804	0.03129508	1021.008727	7.48	-3.187011921	6.928546366	4.49980967	0.71431228	0.4868349	0.179007852	-0.593161465
midtd	1945	a	midtd_1945_a1	7.470483333	60.57766667	74	6.8	0.418321729	0	1669.972848	6.8	-4.605170186	7.420562646	4.304065093	0.147933439	0.312507046	-0.971209888	-0.259465676
midtd	1945	b	midtd_1945_b1	7.470766667	60.57761667	74	6.93	0.468546718	0.039250296	1231.83175	6.93	-3.010839909	7.116257569	4.304065093	0.256211747	0.312507046	0.321894707	-0.46585178
midtd	1945	c	midtd_1945_c1	7.4704	60.57753333	74	5.83	0.640315056	0.039017737	1487.440699	5.83	-3.015573069	7.30481227	4.304065093	-0.659989319	0.312507046	0.318055809	-0.337970016
midtd	1945	d	midtd_1945_d1	7.470133333	60.57666667	74	6.77	0.52848208	0.032976229	1216.820168	6.77	-3.147108136	7.103996316	4.304065093	0.122946138	0.312507046	0.211372393	-0.474167619
midtd	1945	e	midtd_1945_e1	7.47055	60.57785	74	6.57	0.308136731	0.027609132	756.0352041	6.57	-3.28050838	6.628087941	4.304065093	-0.043635874	0.312507046	0.103176199	-0.796938687
midtd	1969	a	midtd_1969_a1	7.469433333	60.57415	50	6.99	0.361585289	0.030632135	757.0399333	6.99	-3.203196035	6.629416004	3.912023005	0.306186351	-0.036641099	0.165881493	-0.796037967
midtd	1969	b	midtd_1969_b1	7.469483333	60.57433333	50	7.99	0.373263508	0	673.4506879	7.99	-4.605170186	6.512414776	3.912023005	1.139096411	-0.036641099	-0.971209888	-0.875390661
midtd	1969	c	midtd_1969_c1	7.46965	60.5743	50	7.77	0.395912766	0	715.5873952	7.77	-4.605170186	6.573103737	3.912023005	0.955856198	-0.036641099	-0.971209888	-0.834230131
midtd	1969	d	midtd_1969_d1	7.469566667	60.5742	50	7.19	0.34549576	0.031815585	769.0844681	7.19	-3.174486168	6.645200805	3.912023005	0.472768363	-0.036641099	0.189167045	-0.785332383
midtd	2003	a	midtd_2003_a1	7.4693	60.5739	16	6.41	0.490362883	0.037136942	2534.507722	6.41	-3.054698251	7.837754705	2.772588722	-0.176901484	-1.051408081	0.286322765	0.023482751
midtd	2003	b	midtd_2003_b1	7.469533333	60.57378333	16	7.8	0.326731354	0.024340589	658.1529558	7.8	-3.371427283	6.48943736	2.772588722	0.980843499	-1.051408081	0.029435109	-0.890974427
midtd	2003	c	midtd_2003_c1	7.46985	60.5737	16	8.03	0.356390059	0.024967721	703.6046904	8.03	-3.353329908	6.556216679	2.772588722	1.172412813	-1.051408081	0.044113247	-0.845683289
midtd	2003	d	midtd_2003_d1	7.470183333	60.57358333	16	7.85	0.368836462	0	747.216166	7.85	-4.605170186	6.616354522	2.772588722	1.022489002	-1.051408081	-0.971209888	-0.804896539
midtd	2003	e	midtd_2003_e1	7.4706	60.57353333	16	7.01	0.308732778	0.025907336	787.4359757	7.01	-3.326813664	6.668782067	2.772588722	0.322844552	-1.051408081	0.065619629	-0.769339076
midtr	1920	a	midtr_1920_a1	12.04071	78.90521	99	8.69	0.400486529	0	457.475447	8.69	-4.605170186	6.125723216	4.59511985	1.722133453	0.571717043	-0.971209888	-1.137653009
midtr	1920	b	midtr_1920_b1	12.03744	78.90527	99	8.53	0.472499043	0	638.4613926	8.53	-4.605170186	6.459061208	4.59511985	1.588867843	0.571717043	-0.971209888	-0.911576172
midtr	1920	c	midtr_1920_c1	12.03084	78.90455	99	8.62	0.362389505	0	646.7701575	8.62	-4.605170186	6.471990988	4.59511985	1.663829749	0.571717043	-0.971209888	-0.902806924
midtr	1920	d	midtr_1920_d1	12.02781	78.90394	99	8.2	0.384477884	0	669.9783429	8.2	-4.605170186	6.507245388	4.59511985	1.314007523	0.571717043	-0.971209888	-0.878896648
midtr	1920	e	midtr_1920_e1	12.02469	78.90314	99	8.52	0.449713856	0	729.23901	8.52	-4.605170186	6.592001538	4.59511985	1.580538743	0.571717043	-0.971209888	-0.821413245
midtr	1936	a	midtr_1936_a1	12.0403	78.90508	83	8.66	0.334960312	0	456.2650466	8.66	-4.605170186	6.123073883	4.418840608	1.697146151	0.414724791	-0.971209888	-1.139449842
midtr	1936	b	midtr_1936_b1	12.03737	78.90501	83	8.25	0.330987066	0	519.9573216	8.25	-4.605170186	6.253746734	4.418840608	1.355653026	0.414724791	-0.971209888	-1.050824766
midtr	1936	c	midtr_1936_c1	12.03164	78.90433	83	8.41	0.51187259	0	719.6892402	8.41	-4.605170186	6.578819508	4.418840608	1.488918636	0.414724791	-0.971209888	-0.830353575
midtr	1936	d	midtr_1936_d1	12.02849	78.90363	83	8.62	0.538664341	0	399.963356	8.62	-4.605170186	5.991372933	4.418840608	1.663829749	0.414724791	-0.971209888	-1.228772196
midtr	1936	e	midtr_1936_e1	12.0258	78.90288	83	8.27	0.652159989	0	907.3993044	8.27	-4.605170186	6.810582601	4.418840608	1.372311228	0.414724791	-0.971209888	-0.673166971
midtr	1950	a	midtr_1950_a1	12.03831	78.90183	69	8.46	0.404053092	0	668.9844131	8.46	-4.605170186	6.505760761	4.234106505	1.530564139	0.250202737	-0.971209888	-0.879903553
midtr	1950	b	midtr_1950_b1	12.03676	78.90158	69	8.31	0.816353977	0	2229.117947	8.31	-4.605170186	7.709361247	4.234106505	1.40562763	0.250202737	-0.971209888	-0.063596392
midtr	1950	c	midtr_1950_c1	12.03557	78.90133	69	8.43	0.656197369	0	765.9256187	8.43	-4.605170186	6.641085061	4.234106505	1.505576837	0.250202737	-0.971209888	-0.788123767
midtr	1950	d	midtr_1950_d1	12.03363	78.9012	69	8.41	0.552292883	0.020313967	1009.450328	8.41	-3.496146715	6.917161232	4.234106505	1.488918636	0.250202737	-0.071720387	-0.600883102
midtr	1950	e	midtr_1950_e1	12.0317	78.901	69	8.23	1.238656282	0.040166762	1807.576435	8.23	-2.992402589	7.499742241	4.234106505	1.338994825	0.250202737	0.336848562	-0.20576441
midtr	1990	a	midtr_1990_a1	12.04235	78.89846	29	8.47	0.374615818	0	590.3618635	8.47	-4.605170186	6.380735677	3.36729583	1.53889324	-0.521768815	-0.971209888	-0.964698195
midtr	1990	b	midtr_1990_b1	12.04389	78.89822	29	8.55	0.457105637	0	573.6461426	8.55	-4.605170186	6.35201273	3.36729583	1.605526044	-0.521768815	-0.971209888	-0.984178701
midtr	1990	c	midtr_1990_c1	12.04973	78.89827	29	8.48	0.3336128	0	655.7352638	8.48	-4.605170186	6.485757146	3.36729583	1.54722234	-0.521768815	-0.971209888	-0.893470426
midtr	1990	d	midtr_1990_d1	12.05184	78.89828	29	8.54	0.318004966	0	741.2388441	8.54	-4.605170186	6.6083229	3.36729583	1.597196944	-0.521768815	-0.971209888	-0.810343754
midtr	1990	e	midtr_1990_e1	12.05461	78.89817	29	8.48	0.284413576	0	566.3379833	8.48	-4.605170186	6.339191044	3.36729583	1.54722234	-0.521768815	-0.971209888	-0.992874639
midtr	2013	a	midtr_2013_a1	12.05558	78.89642	6	8.57	0.359149247	0	677.8082221	8.57	-4.605170186	6.51886439	1.791759469	1.622184246	-1.92492326	-0.971209888	-0.871016397
midtr	2013	b	midtr_2013_b1	12.05731	78.89623	6	8.62	0.409618467	0	1034.088603	8.62	-4.605170186	6.941275741	1.791759469	1.663829749	-1.92492326	-0.971209888	-0.584528135
midtr	2013	c	midtr_2013_c1	12.05915	78.89607	6	8.7	0.391816527	0	830.2284228	8.7	-4.605170186	6.721700871	1.791759469	1.730462553	-1.92492326	-0.971209888	-0.733448429
midtr	2013	d	midtr_2013_d1	12.06064	78.89599	6	8.67	0.459383339	0	696.0103145	8.67	-4.605170186	6.54536448	1.791759469	1.705475252	-1.92492326	-0.971209888	-0.853043478
midtr	2013	e	midtr_2013_e1	12.06197	78.89587	6	8.07	0.419468641	0	697.2167111	8.07	-4.605170186	6.547096282	1.791759469	1.205729216	-1.92492326	-0.971209888	-0.851868934
morte	1857	a	morte_1857_a1	9.941545	46.448773	161	6.1	1.5278	0.0618	3947.314516	6.1	-2.633870803	8.280790757	5.081404365	-0.435103603	1.004796403	0.627640944	0.323959119
morte	1857	b	morte_1857_b1	9.941353	46.448676	161	7.35	2.5539	0.1598	17381.74017	7.35	-1.773134005	9.763175519	5.081404365	0.606033972	1.004796403	1.325753954	1.329343639
morte	1857	c	morte_1857_c1	9.941149	46.448554	161	6.27	0.3653	0	1459.853696	6.27	-4.605170186	7.286091501	5.081404365	-0.293508892	1.004796403	-0.971209888	-0.350666835
morte	1857	d	morte_1857_d1	9.941023	46.448299	161	5.9	2.3443	0.1403	9238.50616	5.9	-1.895121982	9.131135481	5.081404365	-0.601685615	1.004796403	1.226813843	0.900680793
morte	1880	a	morte_1880_a1	9.94151	46.448298	138	5.45	1.8877	0.0925	3532.151401	5.45	-2.27789248	8.169662426	4.927253685	-0.976495142	0.867511592	0.916362303	0.248589548
morte	1880	b	morte_1880_b1	9.941449	46.448086	138	5.49	1.2043	0.0721	5083.068927	5.49	-2.499817263	8.533670478	4.927253685	-0.943178739	0.867511592	0.736367004	0.495467464
morte	1880	c	morte_1880_c1	9.94128	46.44792	138	6.75	1.7921	0.1179	11344.10687	6.75	-2.05650657	9.336453669	4.927253685	0.106287936	0.867511592	1.095920543	1.039931907
morte	1880	d	morte_1880_d1	9.94129	46.44758	138	6.73	0.9313	0.063	7024.807165	6.73	-2.617295838	8.857203044	4.927253685	0.089629735	0.867511592	0.641084309	0.714894054
morte	1880	e	morte_1880_e1	9.941209	46.447519	138	6.84	2.6588	0.1853	17180.63244	6.84	-1.633218441	9.751538007	4.927253685	0.181249842	0.867511592	1.439234493	1.321450834
morte	1900	a	morte_1900_a1	9.94051	46.44576	118	6.84	0.2706	0	5448.70319	6.84	-4.605170186	8.603132913	4.770684624	0.181249842	0.728072999	-0.971209888	0.542578348
morte	1900	b	morte_1900_b1	9.94031	46.44572	118	6.47	0.8755	0.0471	4756.158846	6.47	-2.862951162	8.467195656	4.770684624	-0.12692688	0.728072999	0.44184201	0.450382842
morte	1900	c	morte_1900_c1	9.940094	46.445628	118	6.47	0.4207	0.021	2057.944563	6.47	-3.473768074	7.629462979	4.770684624	-0.12692688	0.728072999	-0.053569867	-0.117785078
morte	1900	d	morte_1900_d1	9.93995	46.44547	118	6.1	1.9327	0.1105	5324.074514	6.1	-2.116105526	8.579994175	4.770684624	-0.435103603	0.728072999	1.047581949	0.52688517
morte	1900	e	morte_1900_e1	9.93958	46.44511	118	6.17	0.9155	0.05	4082.784032	6.17	-2.813410717	8.314534396	4.770684624	-0.376799898	0.728072999	0.482022504	0.346844764
morte	1920	a	morte_1920_a1	9.93834	46.44331	98	6.36	2.0168	0.097	6625.520375	6.36	-2.234926445	8.798684195	4.584967479	-0.218546987	0.562675459	0.951210527	0.67520534
morte	1920	b	morte_1920_b1	9.93859	46.44293	98	5.93	2.0778	0.1378	6288.672582	5.93	-1.91189527	8.746505291	4.584967479	-0.576698313	0.562675459	1.213209626	0.63981651
morte	1920	c	morte_1920_c1	9.938371	46.44287	98	5.6	2.9304	0.1173	7816.139573	5.6	-2.061208773	8.963946051	4.584967479	-0.851558633	0.562675459	1.092106753	0.787289406
morte	1920	d	morte_1920_d1	9.93821	46.44266	98	5.73	1.5928	0.0521	2464.748755	5.73	-2.77900929	7.809845156	4.584967479	-0.743280325	0.562675459	0.509924278	0.004553909
morte	1920	e	morte_1920_e1	9.9381	46.44263	98	5.68	0.2067	0	2417.669297	5.68	-4.605170186	7.790559255	4.584967479	-0.784925828	0.562675459	-0.971209888	-0.008526195
morte	1960	a	morte_1960_a1	9.934267	46.437297	58	5.75	0.9344	0.0594	18.36856177	5.75	-2.667868411	2.910640604	4.060443011	-0.726622124	0.095540039	0.600066693	-3.31818965
morte	1960	b	morte_1960_b1	9.93414	46.437106	58	6.2	0.9616	0.0684	20.28986269	6.2	-2.545931352	3.010121386	4.060443011	-0.351812597	0.095540039	0.698965506	-3.250719691
morte	1960	c	morte_1960_c1	9.933993	46.437002	58	6.23	1.5625	0.1134	24.02388075	6.23	-2.092324168	3.179048367	4.060443011	-0.326825295	0.095540039	1.066870163	-3.13614986
morte	1960	d	morte_1960_d1	9.933771	46.436884	58	6.29	0.8748	0.0576	22.0277531	6.29	-2.694147296	3.092303163	4.060443011	-0.276850691	0.095540039	0.578752824	-3.194982282
morte	1960	e	morte_1960_e1	9.933508	46.436687	58	6.3	1.0602	0.0672	26.75717613	6.3	-2.561355822	3.286802704	4.060443011	-0.268521591	0.095540039	0.686455267	-3.063068603
morte	1970	a	morte_1970_a1	9.933266	46.433594	48	6.68	0.8505	0.058	4874.143811	6.68	-2.688247574	8.49169974	3.871201011	0.047984232	-0.072996695	0.583537879	0.467002026
morte	1970	b	morte_1970_b1	9.933421	46.433753	48	6	0.2414	0	10.79823562	6	-4.605170186	2.379382752	3.871201011	-0.518394609	-0.072996695	-0.971209888	-3.678499898
morte	1970	c	morte_1970_c1	9.933702	46.433858	48	6.74	0.3234	0	1544.598205	6.74	-4.605170186	7.342519094	3.871201011	0.097958836	-0.072996695	-0.971209888	-0.312396455
morte	1970	d	morte_1970_d1	9.933936	46.433955	48	6.37	0.3758	0.0215	14.99093481	6.37	-3.457767733	2.707445672	3.871201011	-0.210217886	-0.072996695	-0.040592559	-3.456000726
morte	1970	e	morte_1970_e1	9.934237	46.434003	48	5.73	0.469	0	18.65134107	5.73	-4.605170186	2.925918051	3.871201011	-0.743280325	-0.072996695	-0.971209888	-3.307828164
morte	1980	a	morte_1980_a1	9.932222	46.430793	38	5.26	0.3645	0.0231	13.96088527	5.26	-3.408221997	2.63625951	3.63758616	-1.134748053	-0.281051377	-0.000407774	-3.504280678
morte	1980	b	morte_1980_b1	9.932392	46.43091	38	5.82	0.825	0.047	26.59008819	5.82	-2.864704011	3.280538522	3.63758616	-0.668318419	-0.281051377	0.440420337	-3.067317103
morte	1980	c	morte_1980_c1	9.932598	46.431072	38	5.67	0.3319	0	17.53178019	5.67	-4.605170186	2.864015245	3.63758616	-0.793254929	-0.281051377	-0.971209888	-3.349811949
morte	1980	d	morte_1980_d1	9.932758	46.431167	38	7.3	0.4822	0.0322	4106.059463	7.3	-3.165335058	8.320219079	3.63758616	0.564388469	-0.281051377	0.196589185	0.350700237
morte	1980	e	morte_1980_e1	9.933012	46.43124	38	6.31	0.4262	0.0315	13.10025138	6.31	-3.182061852	2.572631419	3.63758616	-0.26019249	-0.281051377	0.183022677	-3.547434587
morte	1990	a	morte_1990_a1	9.931977	46.429471	28	6.19	0.7745	0.0491	23.07316486	6.19	-2.828524355	3.138670248	3.33220451	-0.360141697	-0.553020739	0.46976437	-3.16353515
morte	1990	b	morte_1990_b1	9.932155	46.429514	28	6.8	4.012	0.2485	15614.4379	6.8	-1.352859585	9.655951272	3.33220451	0.147933439	-0.553020739	1.666623592	1.2566219
morte	1990	c	morte_1990_c1	9.932282	46.42967	28	6.93	0.1494	0	1874.238218	6.93	-4.605170186	7.535957572	3.33220451	0.256211747	-0.553020739	-0.971209888	-0.181202411
morte	1990	d	morte_1990_d1	9.932411	46.429803	28	7.77	0.2532	0	3119.761748	7.77	-4.605170186	8.045511915	3.33220451	0.955856198	-0.553020739	-0.971209888	0.16438806
morte	1990	e	morte_1990_e1	9.933029	46.429842	28	6.78	0.2573	0	3967.417554	6.78	-4.605170186	8.285870672	3.33220451	0.131275238	-0.553020739	-0.971209888	0.327404424
morte	2003	a	morte_2003_a1	9.931655	46.427653	15	6.29	0.3888	0.0217	29.33660474	6.29	-3.451438598	3.378836045	2.708050201	-0.276850691	-1.108885341	-0.035459223	-3.000649656
morte	2003	b	morte_2003_b1	9.931877	46.427778	15	5.64	0.0325	0	12.95810178	5.64	-4.605170186	2.561721213	2.708050201	-0.81824223	-1.108885341	-0.971209888	-3.554834119
morte	2003	c	morte_2003_c1	9.932104	46.427996	15	5.53	0.096	0	10.52821372	5.53	-4.605170186	2.354058675	2.708050201	-0.909862337	-1.108885341	-0.971209888	-3.695675219
morte	2003	d	morte_2003_d1	9.932336	46.428041	15	6.47	0.057	0	20.73326846	6.47	-4.605170186	3.031739582	2.708050201	-0.12692688	-1.108885341	-0.971209888	-3.236057776
morte	2003	e	morte_2003_e1	9.932503	46.428155	15	6.24	0.0761	0	23.94616714	6.24	-4.605170186	3.175808275	2.708050201	-0.318496194	-1.108885341	-0.971209888	-3.138347359
nanti	1850	a	nanti_1850_a1	6.904819	45.913341	168	5.2	0.4731	0.0348	17.9887821	5.2	-3.10554714	2.889748347	5.123963979	-1.184722657	1.042699503	0.24508104	-3.332359218
nanti	1850	b	nanti_1850_b1	6.905178	45.913172	168	4.56	0.7213	0.0408	14.19573396	4.56	-2.979858924	2.652941494	5.123963979	-1.717785095	1.042699503	0.347022282	-3.492966606
nanti	1850	c	nanti_1850_c1	6.90159	45.912902	168	5.31	0.2443	0	11.16238461	5.31	-4.605170186	2.412549609	5.123963979	-1.09310255	1.042699503	-0.971209888	-3.656005438
nanti	1850	d	nanti_1850_d1	6.90121	45.912948	168	5.32	0.2361	0	1532.100255	5.32	-4.605170186	7.334394789	5.123963979	-1.08477345	1.042699503	-0.971209888	-0.317906529
nanti	1850	e	nanti_1850_e1	6.901003	45.913072	168	5.48	0.1729	0	1891.286178	5.48	-4.605170186	7.545012394	5.123963979	-0.95150784	1.042699503	-0.971209888	-0.17506124
nanti	1925	a	nanti_1925_a1	6.905026	45.913107	93	5.38	0.0801	0	1515.905384	5.38	-4.605170186	7.323768153	4.532599493	-1.034798846	0.516037137	-0.971209888	-0.325113738
nanti	1925	b	nanti_1925_b1	6.904712	45.913245	93	5.54	0.1111	0	1829.358367	5.54	-4.605170186	7.511720565	4.532599493	-0.901533236	0.516037137	-0.971209888	-0.197640459
nanti	1925	c	nanti_1925_c1	6.902426	45.912406	93	5.71	0.12	0	1483.420257	5.71	-4.605170186	7.302105685	4.532599493	-0.759938526	0.516037137	-0.971209888	-0.339805679
nanti	1925	d	nanti_1925_d1	6.902494	45.912567	93	5.35	0.0999	0	1814.91795	5.35	-4.605170186	7.503795539	4.532599493	-1.059786148	0.516037137	-0.971209888	-0.203015378
nanti	1925	e	nanti_1925_e1	6.902686	45.91288	93	5.26	0.07	0	1815.185334	5.26	-4.605170186	7.503942854	4.532599493	-1.134748053	0.516037137	-0.971209888	-0.202915466
nanti	1989	a	nanti_1989_a1	6.905028	45.912087	29	6.77	0.0275	0	1658.701366	6.77	-4.605170186	7.413790265	3.36729583	0.122946138	-0.521768815	-0.971209888	-0.264058847
nanti	1989	b	nanti_1989_b1	6.904799	45.911642	29	5.66	0.0526	0	1402.041962	5.66	-4.605170186	7.245684997	3.36729583	-0.801584029	-0.521768815	-0.971209888	-0.378071376
nanti	1989	c	nanti_1989_c1	6.904695	45.911585	29	5.34	0.0648	0	1194.777282	5.34	-4.605170186	7.085715073	3.36729583	-1.068115248	-0.521768815	-0.971209888	-0.486566343
nanti	1989	d	nanti_1989_d1	6.904735	45.911502	29	6.1	0.0334	0	1281.363017	6.1	-4.605170186	7.155679648	3.36729583	-0.435103603	-0.521768815	-0.971209888	-0.439114897
nanti	1989	e	nanti_1989_e1	6.904311	45.911228	29	5.73	0.0494	0	3582.732309	5.73	-4.605170186	8.183881003	3.36729583	-0.743280325	-0.521768815	-0.971209888	0.258232886
odenw	1850	a	odenw_1850_a1	12.635338	47.131025	168	6.61	0.2418	0	1606.75612	6.61	-4.605170186	7.381972593	5.123963979	-0.010319472	1.042699503	-0.971209888	-0.285638262
odenw	1850	b	odenw_1850_b1	12.635183	47.131222	168	6.77	0.3053	0	2798.155234	6.77	-4.605170186	7.936715634	5.123963979	0.122946138	1.042699503	-0.971209888	0.090600135
odenw	1850	c	odenw_1850_c1	12.63493	47.131362	168	6.19	0.362	0	2873.413448	6.19	-4.605170186	7.963255957	5.123963979	-0.360141697	1.042699503	-0.971209888	0.10860034
odenw	1850	d	odenw_1850_d1	12.634792	47.131477	168	6.2	0.4041	0.0294	1492.124798	6.2	-3.233989463	7.307956422	5.123963979	-0.351812597	1.042699503	0.140906039	-0.335837586
odenw	1850	e	odenw_1850_e1	12.634639	47.13166	168	6.22	0.6296	0.048	2994.263135	6.22	-2.847312268	8.004453449	5.123963979	-0.335154395	1.042699503	0.454526161	0.136541345
odenw	1890	a	odenw_1890_a1	12.63325	47.129285	128	5.94	0.2331	0	1770.66168	5.94	-4.605170186	7.479108586	4.852030264	-0.568369212	0.800518484	-0.971209888	-0.219758589
odenw	1890	b	odenw_1890_b1	12.633603	47.129345	128	5.26	0.6452	0.0471	2632.028831	5.26	-2.862951162	7.875510246	4.852030264	-1.134748053	0.800518484	0.44184201	0.049089354
odenw	1890	c	odenw_1890_c1	12.633847	47.129296	128	5.97	0.1731	0.0125	1323.416804	5.97	-3.79423997	7.187972159	4.852030264	-0.54338191	0.800518484	-0.313493226	-0.417213436
odenw	1890	d	odenw_1890_d1	12.634205	47.129192	128	5.92	0.2224	0	1199.853	5.92	-4.605170186	7.089954328	4.852030264	-0.585027413	0.800518484	-0.971209888	-0.48369119
odenw	1890	e	odenw_1890_e1	12.63446	47.129159	128	6.21	0.1716	0	1126.819689	6.21	-4.605170186	7.027154509	4.852030264	-0.343483496	0.800518484	-0.971209888	-0.526283348
odenw	1931	a	odenw_1931_a1	12.636282	47.127613	87	6.49	0.3307	0.0249	3306.198388	6.49	-3.35526845	8.103554285	4.465908119	-0.110268679	0.456642571	0.042540965	0.203753616
odenw	1931	b	odenw_1931_b1	12.63584	47.127691	87	6.28	1.3971	0.0985	3278.892905	6.28	-2.221005106	8.095261115	4.465908119	-0.285179792	0.456642571	0.96250163	0.198129014
odenw	1931	c	odenw_1931_c1	12.635547	47.127753	87	5.8	1.4726	0.1094	17.57316502	5.8	-2.125276078	2.866373024	4.465908119	-0.684976621	0.456642571	1.04014404	-3.348212854
odenw	1931	d	odenw_1931_d1	12.63486	47.1278	87	6.25	0.9624	0.0744	21.00568932	6.25	-2.472187877	3.044793321	4.465908119	-0.310167094	0.456642571	0.758776216	-3.227204456
odenw	1931	e	odenw_1931_e1	12.634446	47.127752	87	5.8	0.3768	0.0335	282.5732757	5.8	-3.134994341	5.6439379	4.465908119	-0.684976621	0.456642571	0.221197462	-1.464409942
odenw	1969	a	odenw_1969_a1	12.637817	47.124406	49	7.1	0.387562513	0	1776.027943	7.1	-4.605170186	7.482134657	3.891820298	0.397806457	-0.054633396	-0.971209888	-0.217706244
odenw	1969	b	odenw_1969_b1	12.6381	47.124292	49	6.98	0.64363414	0	4154.860913	6.98	-4.605170186	8.332034232	3.891820298	0.29785725	-0.054633396	-0.971209888	0.358713521
odenw	1985	a	odenw_1985_a1	12.639729	47.12209	33	6.43	0.6967	0.05	334.1923821	6.43	-2.813410717	5.811716822	3.496507561	-0.160243283	-0.406694343	0.482022504	-1.350618749
odenw	1985	b	odenw_1985_b1	12.639604	47.122216	33	7.43	0.2704	0	1493.17261	7.43	-4.605170186	7.308658403	3.496507561	0.672666777	-0.406694343	-0.971209888	-0.335361487
odenw	1985	c	odenw_1985_c1	12.639469	47.122357	33	6.56	0.1609	0	1296.649044	6.56	-4.605170186	7.167538557	3.496507561	-0.051964975	-0.406694343	-0.971209888	-0.431071935
odenw	1985	d	odenw_1985_d1	12.639358	47.12255	33	6.36	0.2445	0	1517.350692	6.36	-4.605170186	7.324721127	3.496507561	-0.218546987	-0.406694343	-0.971209888	-0.32446741
